sentence_id,sentence_text
1001_t0160_s010,The best poverty program is a job with dignity in the private sector.
1025_t0006_s008,I can’t find a job.
1027_t0190_s002,"I figured you’d ask the question tonight, of course."
1019_t0114_s017,"” He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year."
1023_t0068_s003,He’s ruled out revenue.
1011_t0041_s005,I worked to get $400 million just a couple of weeks ago.
1006_t0013_s025,That’s the main growing thing in the budget.
1017_t0149_s012,And the biggest threat facing America is terrorists with weapons of mass destruction.
1010_t0061_s001,Tell him you can have everything you got.
1003_t0003_s002,And I think you know that I’ve opposed the death penalty during all of my life.
1031_t0786_s011,"And by the way, you gave the idea for the Logan Act against General Flynn."
1026_t0019_s002,You didn’t want a status of…
1013_t0149_s003,"In fact, I’m for shrinking the size of government."
1017_t0090_s021,"I mean, you’ve got to stand up and fight somewhere, folks."
1026_t0147_s007,In Egypt we stood on the side of democracy.
1018_t0053_s011,It’s estimated that 8 million people will go from private insurance to government insurance.
1014_t0144_s009,The reason Social Security — he says it gets 2%.
1026_t0142_s002,It’s a nation that’s not like — like others and it does not have a civilian leadership that is calling the shots there.
1008_t0056_s007,He didn’t succeed and I signed it and I’m glad I did.
1015_t0004_s009,And I believe President Bush and I both love our country equally.
1026_t0188_s001,…you’re wrong.
1026_t0009_s001,"Well, my first job as commander in chief, Bob, is to keep the American people safe."
1010_t0124_s009,By example.
1014_t0090_s005,"Here is what I believe, sir."
1031_t0820_s002,"When you file—when you get a ballot and you fill it out, you’re supposed to have an affidavit."
1019_t0088_s003,But let’s get back to the core issue here.
1015_t0129_s001,You know my opinion on North Korea.
1027_t0010_s016,My father was a small-businessman.
1001_t0068_s004,No other state programs do that.
1025_t0119_s015,"And then let’s take the last one, championing small business."
1027_t0275_s003,We need a lot of things.
1023_t0144_s022,It has killed jobs.
1006_t0238_s032,"I’ve been paying taxes just like you and Lord knows, I’ve paid my share — over a billion in taxes."
1015_t0044_s018,” I know how these people think.
1011_t0132_s008,We have gone from a triple-dip recession during the previous 12 years to a tripling of the stock market.
1021_t0130_s021,That will strengthen us and weaken them when it comes to issues like Georgia.
1004_t0109_s015,"See, divided teams lose; united teams win."
1011_t0020_s015,"Under Governor Bush’s plan, they would get not one penny for four to five years and then they would be forced to go into an HMO or to an insurance company and ask them for coverage, but there would be no limit on the premiums or the deductibles or any of the terms and conditions."
1015_t0079_s007,But a president must always be willing to use troops.
1019_t0179_s005,We haven’t done enough in terms of transit; we haven’t done enough in terms of ports.
1022_t0089_s003,So — and you launched your political campaign in Mr.
1019_t0182_s012,And I think Americans will judge very seriously as to whether that’s the right path or the wrong path and who should be the next president of the United States.
1001_t0050_s015,I don’t agree with that.
1011_t0038_s006,"And in the long-term we have to give new incentives for the development of domestic resources like deep gas in the western Gulf, like stripper wells for oil, but also renewable sources of energy."
1014_t0062_s007,I want to be.
1030_t0024_s004,Wade.
1019_t0035_s002,"Right now, in the United States of America, business pays the second-highest business taxes in the world, 35 percent."
1023_t0013_s014,I’ll call it the economy tax.
1006_t0006_s001,"Carole, the thing that saved us in this global economic slowdown has been our exports, and what I’m trying to do is increase our exports."
1008_t0136_s013,But we’ll get the rest of that tax relief.
1025_t0144_s015,"I also think that we should give visas to people — green cards, rather, to people who graduate with skills that we need."
1008_t0014_s006,4 percent.
1033_t0087_s005,I carried out US policy.
1027_t0035_s011,"I think it is a part of it, and I’ve said what I’m going to do."
1010_t0071_s002,What’s your first name?
1031_t0749_s001,He made a statement about the military.
1022_t0069_s001,… my response.
1029_t0039_s004,"When I hear something like that, I am reminded of what my friend, Michelle Obama, advised us all: When they go low, you go high."
1030_t0163_s007,"They hired people—they paid them $1,500, and they’re on tape saying be violent, cause fights, do bad things."
1019_t0073_s004,I have a long record and the American people know me very well and that is independent and a maverick of the Senate and I’m happy to say that I’ve got a partner that’s a good maverick along with me now.
1010_t0099_s001,"Well, one of the things that I tried to do was to make sure that everybody in the country who was under a managed care plan should at least have three choices of plans, and would have the right to get out without penalty every year."
1008_t0002_s001,"Thank you, Jim."
1017_t0158_s001,Do you want to go first?
1029_t0013_s013,"Yes, I’m very embarrassed by it."
1015_t0008_s021,It’s hard work.
1025_t0104_s002,"I went to a number of women’s groups and said, “Can you help us find folks,” and they brought us whole binders full of women."
1017_t0152_s004,"I ask each of you just to look into your hearts, look into your guts."
1022_t0102_s011,Maybe that’s why he’s asked for 860 — sought and proposed $860 billion worth of new spending and wants to raise people’s taxes in a time of incredible challenge and difficulty and heartache for the American families.
1001_t0068_s005,And I favor the death penalty.
1013_t0010_s007,We can lend money but we have to do it wisely.
1006_t0094_s010,It takes both.
1031_t0347_s002,I’m going to make the corporate tax 28%.
1029_t0088_s001,"Well, I think Donald was about to say he’s going to solve it by repealing it and getting rid of the Affordable Care Act."
