sentence_id,reasoning,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1014_t0034_s004,Descriptive statement painting an ideal educational scenario; emotional appeal to families/students may be present.,S,AE,1,1
1006_t0155_s001,Plain declarative acknowledging having reached a position.,S,,1,0
1023_t0011_s002,Statement about the deficit that also raises a question about the tax code to steer the topic.,S; MS,IP,2,1
1030_t0092_s001,"Attacks the opponent's judgment by contrasting him with intelligence professionals, referencing the opponent — a rebuttal/attribution.",S; CH,ATTR; REB,2,2
1026_t0147_s010,General statement about ongoing threats; mild fear/threat framing about elements threatening the US.,S,AF,1,1
1033_t0159_s001,"Emphatic personal stance on healthcare affordability, an appeal to the value of care.",S; ANS,AE; IP,2,2
1021_t0125_s006,Factual-sounding statement attributing repression and aggression to a leader; assigns blame and cites Georgia as one-sided evidence.,S; S-Inform,AF; ATTR,2,2
1018_t0089_s013,Reports what the opponent said about working through an alliance; a plain declarative statement.,S,,1,0
1001_t0160_s010,Asserts a general policy claim framed as a truism; declarative statement with an ideological framing but plain.,S,,1,0
1025_t0006_s008,A quoted or personal statement expressing an inability to find work; likely an emotional anecdote.,S,AE,1,1
1027_t0190_s002,"A conversational remark anticipating the moderator's question; a statement, possibly slightly deflecting.",S,,1,0
1019_t0114_s017,Recounts a soldier by name and his death in combat; historical/personal reference with strong emotional appeal.,S-Inform; HS,AE,2,1
1023_t0068_s003,Attributes a position to the opponent (ruled out revenue); a rebuttal-style statement about opponent's stance.,S,REB,1,1
1011_t0041_s005,Claims personal credit for securing $400 million; self-promotion with a figure.,S-Inform,IT,1,1
1006_t0013_s025,Factual assertion about the budget; plain statement.,S,,1,0
1017_t0149_s012,Asserts the biggest threat is terrorists with WMD; fear-inducing framing.,S,AF,1,1
1010_t0061_s001,Imperative command directed at the listener to tell him something.,IAFA,,1,0
1003_t0003_s002,"Speaker asserts a personal position on the death penalty, framed as belief.",S; IAFA,IP,2,1
1031_t0786_s011,"Speaker attributes blame/responsibility to the opponent for an action against Flynn, referencing the opponent adversarially.",S; CH,ATTR; REB,2,2
1026_t0019_s002,"An interrupted, incomplete statement about what the opponent didn't want, adversarial toward opponent.",S; INT,REB,2,1
1013_t0149_s003,Speaker states a personal policy stance clarifying own position.,S; IAFA,IP,2,1
1017_t0090_s021,Hortatory appeal to shared action addressed to 'folks'; not a bare imperative but rousing rhetoric.,S,AE; UF,1,2
1026_t0147_s007,"Statement of past foreign-policy stance, framed positively as standing for democracy — self/group pride and possible credit.",S,IT,1,1
1018_t0053_s011,Statement citing an estimated number (8 million) — factual/statistical content.,S; S-Inform,SE,2,1
1014_t0144_s009,"Statement referencing what the opponent claims about Social Security (2%), citing a figure.",S; S-Inform,REB,2,1
1026_t0142_s002,"Descriptive statement about a nation's leadership, factual framing.",S,,1,0
1008_t0056_s007,"Speaker recounts an action he took (signed it) and expresses pride, claiming personal credit.",S,IT,1,1
1015_t0004_s009,Speaker asserts a personal belief framing both candidates as patriotic; a unity-oriented statement of opinion.,S; IAFA,APAT; UF; IP,2,3
1026_t0188_s001,"A flat contradiction directed at the opponent, disagreeing with their claim.",DIS; CH,REB,2,1
1026_t0009_s001,"Declarative statement of policy priority, framed personally; no clear bias.",S; IAFA,IP,2,1
1010_t0124_s009,Fragment answering how leadership is exercised; a terse statement/answer.,S,,1,0
1014_t0090_s005,"Bids to state a personal belief, framing an opinion.",S; TT,IP,2,1
1031_t0820_s002,Explains a procedural claim about ballots; informative content about process.,S; S-Inform; EXPL,,3,0
1019_t0088_s003,Steers back to a topic while implicitly redirecting from current discussion.,TT; MS,DF,2,1
1015_t0129_s001,Refers to speaker's known opinion; a statement with personal stance.,S,IP,1,1
1027_t0010_s016,"Personal biographical statement, often used as identity appeal.",S; HS,,2,0
1001_t0068_s004,Factual claim contrasting other state programs; informative assertion.,S; S-Inform,SE,2,1
1025_t0119_s015,"A hortatory suggestion to move to the next topic, steering the discussion forward.",MS,,1,0
1027_t0275_s003,Plain declarative statement of general need.,S,,1,0
1023_t0144_s022,"Declarative claim attributing job loss to a policy, negative framing.",S,ATTR,1,1
1006_t0238_s032,"Statement with factual claim about taxes paid, self-promoting personal record.",S-Inform,IT,1,1
1015_t0044_s018,Statement claiming inside knowledge of an outgroup's thinking.,S,IP,1,1
1011_t0132_s008,Statement with factual/economic content and self-crediting improvement.,S-Inform,IT,1,1
1021_t0130_s021,Declarative prediction about strengthening us vs weakening them.,S,,1,0
1004_t0109_s015,"Rhetorical maxim framed as absolute contrast, a false-dilemma unity framing.",S,UF; CB,1,2
1011_t0020_s015,Detailed statement attacking opponent's plan with specific consequences.,S-Inform,ATTR; REB,1,2
1015_t0079_s007,Declarative assertion of a normative principle about presidential duty.,S,,1,0
1019_t0179_s005,Declarative admitting insufficient action on infrastructure; a critique of shared shortcomings.,S,,1,0
1022_t0089_s003,Fragmentary transition beginning an assertion about opponent's campaign launch.,S,,1,0
1019_t0182_s012,"Speaker frames as personal opinion about how Americans will judge the right vs wrong path, a binary framing.",S,IP; CB,1,2
1001_t0050_s015,Explicit disagreement statement.,DIS,REB,1,1
1011_t0038_s006,Declarative policy statement about incentives; uses 'we have to' hortatory but is a statement.,S,,1,0
1014_t0062_s007,Short affirmation of intent/desire.,S,,1,0
1030_t0024_s004,Fragment likely referencing Roe v. Wade case.,S,,1,0
1019_t0035_s002,Factual statistic about business tax rate with a number and superlative comparison.,S-Inform,,1,0
1023_t0013_s014,Speaker coins a loaded label 'the economy tax' framing opponent policy negatively.,S,CB,1,1
1006_t0006_s001,"Addresses moderator and asserts exports saved the economy while describing own effort, mild self-promotion.",S,IT,1,1
1008_t0136_s013,"A declarative promise about future tax relief, self-promotional framing of policy delivery.",S,IT,1,1
1025_t0144_s015,A declarative statement of policy position framed as personal opinion.,S; IAFA,IP,2,1
1008_t0014_s006,"A bare numeric statistic, likely factual content.",S-Inform,,1,0
1033_t0087_s005,A declarative statement defending own actions.,S,IT,1,1
1027_t0035_s011,Personal-stance framing plus reference to own commitment.,S,IT; IP,1,2
1010_t0071_s002,"A wh-question asking a person's first name, likely light banter.",Q-W,,1,0
1031_t0749_s001,"A declarative statement attributing a statement to the opponent, setting up rebuttal.",S,REB,1,1
1022_t0069_s001,"Fragment bidding to give a response, holding turn.",TT,,1,0
1029_t0039_s004,Statement referencing a historical/personal figure with an emotional/moral appeal.,S; HS,AE,2,1
1030_t0163_s007,"Statement accusing others of paid violence, blaming and attacking an outgroup with one-sided claims.",S; CH,ATTR; SE,2,2
1019_t0073_s004,"Claims personal record and self-image as a maverick, promoting himself and his partner.",S,AP; IT,1,2
1010_t0099_s001,Describes a policy effort with specific details; self-referential claim of what he tried to do.,S; S-Inform,IT,2,1
1008_t0002_s001,Simple expression of thanks.,THK,,1,0
1017_t0158_s001,A yes-no question offering the floor to the other speaker.,YNQ; TG,,2,0
1029_t0013_s013,"Direct answer opening with yes, expressing personal emotion.",ANS,,1,0
1015_t0008_s021,Plain declarative assertion.,S,,1,0
1025_t0104_s002,Narrates a past action with specific detail; self-promotion of effort to find women.,S,IT,1,1
1017_t0152_s004,"Imperative command directed at listeners to look inside, an emotional appeal.",IAFA,AE,1,1
1022_t0102_s011,"Cites spending/tax figures to attack opponent's plan, blaming him and appealing to emotional hardship.",S-Inform; CH,AE; ATTR; REB,2,3
1001_t0068_s005,States a personal policy stance.,S,IP,1,1
1013_t0010_s007,Declarative asserting a policy stance with a qualification about wisdom.,S,,1,0
1006_t0094_s010,Brief declarative statement.,S,,1,0
1031_t0347_s002,Declarative with specific numeric policy content and personal credit for the action.,S-Inform,IT,1,1
1029_t0088_s001,"Characterizes opponent's plan critically, framing it as a rebuttal referencing the opponent.",S; REJ,IP; REB,2,2
1023_t0152_s008,Long declarative explaining a policy alternative and its consequences.,S; EXPL,,2,0
1007_t0175_s003,Fragment naming a policy proposal.,S,,1,0
1014_t0046_s017,Declarative citing anecdotal reports from teachers as evidence.,S,SE,1,1
1006_t0159_s007,Declarative acknowledging possible disagreement on details.,S,,1,0
1011_t0146_s005,Hortatory statement about what should happen for seniors; collective 'we need to' framing.,S,AE; UF,1,2
1004_t0087_s016,Declarative expressing personal concern about a policy.,S,IP,1,1
1019_t0076_s003,"A declarative speculating about a consequence, with mild fear framing about violence.",S,AF,1,1
1017_t0021_s017,Imperative-style command referencing the opponent's contradictory position on the war.,IAFA,REB,1,1
1029_t0092_s010,"Statement with a specific dollar figure, factual informative content.",S-Inform,,1,0
1026_t0116_s001,"Declarative asserting a threatening trend regarding nuclear Iran, invoking fear.",S,AF,1,1
1019_t0100_s018,Declarative expressing a conditional policy stance about Iraq.,S,IP,1,1
1014_t0124_s001,A yes-no question asking about position on affirmative action.,YNQ,,1,0
1010_t0040_s006,Wh-cleft declarative explaining a needed policy adjustment with reasoning.,S; EXPL,IP,2,1
1026_t0017_s006,"Speaker signals intent to respond, holding the floor.",TT,,1,0
1008_t0105_s010,"Directly attacks the opponent's position and attributes it to special interest money, a rebuttal.",S; CH,ATTR; REB,2,2
1007_t0178_s015,Plain declarative about Bush making news; neutral statement.,S,,1,0
1019_t0110_s003,"Speaker states urgency and cites commanders' acknowledgment of worsening situation, framing as opinion supported by authority.",S; EXPL,AF; IP,2,2
1021_t0029_s022,"A declarative urging comparison of records; not imperative grammatically but expresses what one ought to do, framed as personal view.",S,IP; REB,1,2
1017_t0139_s016,Statement of policy plus credit-claiming for administration's action.,S,IT,1,1
1033_t0065_s007,Boastful self-promotion claiming ability to break records.,S,IT,1,1
1029_t0188_s034,"Characterizes opponent's stance in a reductive way, a possible straw man.",S,REB; CB,1,2
1008_t0004_s003,Fragment expressing thanks for kind words.,THK,,1,0
1031_t0155_s015,"Statement asserting the opponent is on tape acknowledging something, a fact-check-style challenge.",S; CH,ATTR; REB,2,2
1019_t0134_s001,Speaker takes the floor and challenges the opponent's characterization as a mischaracterization.,S; CH; TT,REB; CB,3,2
1030_t0037_s002,Emotional statement about hardworking family giving a good life.,S,AE,1,1
1027_t0016_s011,Plain declarative emphasizing significance of a factor.,S,,1,0
1023_t0187_s002,"Declarative asserting a benefit of a program, framing a favorable outcome as certain.",S,,1,0
1030_t0256_s038,"Addresses the opponent directly, attributing blame for a military withdrawal.",S; CH,ATTR; REB,2,2
1019_t0124_s007,Plain factual/historical statement about geopolitics.,S; HS,,2,0
1006_t0155_s019,"Self-promoting claim about leadership plus a rhetorical 'do you remember' appeal, invoking fear of war.",Q-RHET; S; HS,AF; IT,3,2
1021_t0112_s006,States policy stance with fear-based justification about threats to kill Americans.,S; IAFA; EXPL; INT,AF; IP,4,2
1031_t0638_s023,Empty/punctuation-only fragment with no discourse content.,,,0,0
1023_t0151_s006,"Statement referencing Republicans' warnings and plan, framing a political group.",S,PB,1,1
1011_t0150_s002,Personal stance contrasting positive intent with refusal to attack the opponent's character.,S,IP,1,1
1019_t0088_s013,Flat direct assertion that the opponent was wrong; an emphatic rebuttal.,S; DIS; CH,REB,3,1
1017_t0006_s008,Reports the opponent's contradictory statements to undermine consistency.,S; CH,ATTR; REB,2,2
1023_t0014_s011,"Declarative asserting agreement on tax policy; uses 'we ought to' which is hortatory, not imperative.",S; AGR,IP,2,1
1023_t0014_s020,Just a fragment 'Mr.' beginning an address; no discourse content.,S,,1,0
1027_t0190_s004,Statement claiming personal credit for an action.,S,IT,1,1
